driverStandingsId,raceId,driverId,points,position,wins,date
120,2,642,9.0,1,1,1950-05-30
121,2,793,3.0,12,0,1950-05-30
122,2,659,0.0,39,0,1950-05-30
123,3,615,0.0,65,0,1950-06-04
124,3,529,1.0,16,0,1950-06-04
125,3,611,0.0,67,0,1950-06-04
126,3,799,0.0,66,0,1950-06-04
127,3,537,0.0,68,0,1950-06-04
128,3,797,0.0,46,0,1950-06-04
129,3,509,0.0,47,0,1950-06-04
130,3,731,0.0,70,0,1950-06-04
131,3,729,0.0,62,0,1950-06-04
132,3,798,0.0,64,0,1950-06-04
133,3,796,0.0,45,0,1950-06-04
134,3,630,0.0,69,0,1950-06-04
135,3,741,0.0,25,0,1950-06-04
136,3,800,0.0,24,0,1950-06-04
137,3,780,0.0,33,0,1950-06-04
138,3,788,0.0,31,0,1950-06-04
139,3,803,0.0,63,0,1950-06-04
140,3,642,18.0,1,2,1950-06-04
141,3,626,0.0,52,0,1950-06-04
142,3,704,3.0,13,0,1950-06-04
143,3,762,0.0,56,0,1950-06-04
144,3,619,0.0,18,0,1950-06-04
145,3,666,0.0,57,0,1950-06-04
146,3,795,0.0,34,0,1950-06-04
147,3,697,2.0,15,0,1950-06-04
148,3,659,0.0,44,0,1950-06-04
149,3,732,0.0,41,0,1950-06-04
150,3,771,0.0,42,0,1950-06-04
151,3,647,6.0,5,0,1950-06-04
152,3,790,0.0,60,0,1950-06-04
153,3,661,0.0,58,0,1950-06-04
154,3,789,0.0,51,0,1950-06-04
155,3,589,4.0,9,0,1950-06-04
156,3,640,0.0,19,0,1950-06-04
157,3,785,0.0,54,0,1950-06-04
158,3,747,0.0,53,0,1950-06-04
159,3,793,3.0,12,0,1950-06-04
160,3,669,5.0,8,0,1950-06-04
161,3,579,9.0,3,1,1950-06-04
162,3,660,0.0,21,0,1950-06-04
163,3,778,0.0,32,0,1950-06-04
164,3,784,0.0,28,0,1950-06-04
165,3,787,0.0,22,0,1950-06-04
166,3,627,6.0,7,0,1950-06-04
167,3,786,12.0,2,0,1950-06-04
168,3,677,0.0,43,0,1950-06-04
169,3,776,0.0,50,0,1950-06-04
170,3,633,0.0,48,0,1950-06-04
171,3,686,4.0,10,0,1950-06-04
172,3,426,0.0,55,0,1950-06-04
173,3,498,0.0,49,0,1950-06-04
174,3,653,0.0,40,0,1950-06-04
175,3,526,0.0,38,0,1950-06-04
176,3,658,0.0,37,0,1950-06-04
177,3,772,0.0,36,0,1950-06-04
178,3,518,0.0,35,0,1950-06-04
179,3,559,0.0,30,0,1950-06-04
180,3,555,0.0,29,0,1950-06-04
181,3,726,0.0,27,0,1950-06-04
182,3,520,0.0,39,0,1950-06-04
183,3,766,0.0,20,0,1950-06-04
184,3,654,0.0,23,0,1950-06-04
185,3,687,0.0,59,0,1950-06-04
186,3,792,0.0,61,0,1950-06-04
187,3,593,9.0,4,1,1950-06-04
188,3,501,0.0,26,0,1950-06-04
189,3,768,4.0,11,0,1950-06-04
190,3,770,3.0,14,0,1950-06-04
191,3,794,1.0,17,0,1950-06-04
192,3,701,6.0,6,0,1950-06-04
193,4,762,0.0,58,0,1950-06-18
194,4,687,0.0,61,0,1950-06-18
195,4,792,0.0,63,0,1950-06-18
196,4,593,9.0,5,1,1950-06-18
197,4,701,6.0,7,0,1950-06-18
198,4,768,4.0,11,0,1950-06-18
199,4,501,0.0,28,0,1950-06-18
200,4,654,0.0,24,0,1950-06-18
201,4,794,1.0,17,0,1950-06-18
202,4,766,0.0,21,0,1950-06-18
203,4,726,0.0,29,0,1950-06-18
204,4,555,0.0,32,0,1950-06-18
205,4,559,0.0,34,0,1950-06-18
206,4,518,0.0,38,0,1950-06-18
207,4,626,0.0,55,0,1950-06-18
208,4,772,0.0,39,0,1950-06-18
209,4,770,3.0,14,0,1950-06-18
210,4,498,0.0,51,0,1950-06-18
211,4,669,5.0,8,0,1950-06-18
212,4,793,3.0,12,0,1950-06-18
213,4,658,0.0,40,0,1950-06-18
214,4,786,18.0,2,0,1950-06-18
215,4,686,4.0,10,0,1950-06-18
216,4,627,10.0,4,0,1950-06-18
217,4,787,0.0,23,0,1950-06-18
218,4,784,0.0,31,0,1950-06-18
219,4,778,0.0,36,0,1950-06-18
220,4,660,0.0,22,0,1950-06-18
221,4,579,17.0,3,2,1950-06-18
222,4,776,0.0,53,0,1950-06-18
223,4,747,0.0,56,0,1950-06-18
224,4,785,0.0,30,0,1950-06-18
225,4,640,0.0,20,0,1950-06-18
226,4,789,0.0,54,0,1950-06-18
227,4,661,0.0,60,0,1950-06-18
228,4,790,0.0,62,0,1950-06-18
229,4,647,8.0,6,0,1950-06-18
230,4,633,0.0,19,0,1950-06-18
231,4,526,0.0,41,0,1950-06-18
232,4,729,0.0,64,0,1950-06-18
233,4,653,0.0,43,0,1950-06-18
234,4,642,22.0,1,2,1950-06-18
235,4,741,0.0,27,0,1950-06-18
236,4,426,0.0,57,0,1950-06-18
237,4,589,4.0,9,0,1950-06-18
238,4,704,3.0,13,0,1950-06-18
239,4,619,0.0,18,0,1950-06-18
240,4,774,0.0,52,0,1950-06-18
241,4,520,0.0,42,0,1950-06-18
242,4,803,0.0,65,0,1950-06-18
243,4,666,0.0,59,0,1950-06-18
244,4,788,0.0,35,0,1950-06-18
245,4,773,0.0,25,0,1950-06-18
246,4,780,0.0,33,0,1950-06-18
247,4,800,0.0,26,0,1950-06-18
248,4,697,2.0,15,0,1950-06-18
249,4,795,0.0,37,0,1950-06-18
250,4,537,0.0,70,0,1950-06-18
251,4,630,0.0,71,0,1950-06-18
252,4,732,0.0,44,0,1950-06-18
253,4,771,0.0,45,0,1950-06-18
254,4,677,0.0,46,0,1950-06-18
255,4,659,0.0,47,0,1950-06-18
256,4,796,0.0,48,0,1950-06-18
257,4,797,0.0,49,0,1950-06-18
258,4,509,0.0,50,0,1950-06-18
259,4,731,0.0,72,0,1950-06-18
260,4,615,0.0,67,0,1950-06-18
261,4,529,1.0,16,0,1950-06-18
262,4,611,0.0,69,0,1950-06-18
263,4,799,0.0,68,0,1950-06-18
264,4,798,0.0,66,0,1950-06-18
265,5,633,0.0,23,0,1950-07-02
266,5,793,3.0,14,0,1950-07-02
267,5,647,8.0,6,0,1950-07-02
268,5,790,0.0,63,0,1950-07-02
269,5,747,0.0,59,0,1950-07-02
270,5,660,0.0,27,0,1950-07-02
271,5,579,26.0,1,3,1950-07-02
272,5,776,0.0,56,0,1950-07-02
273,5,498,0.0,55,0,1950-07-02
274,5,789,0.0,58,0,1950-07-02
275,5,589,4.0,9,0,1950-07-02
276,5,785,0.0,34,0,1950-07-02
277,5,669,5.0,8,0,1950-07-02
278,5,626,3.0,15,0,1950-07-02
279,5,642,22.0,3,2,1950-07-02
280,5,762,0.0,57,0,1950-07-02
281,5,687,4.0,11,0,1950-07-02
282,5,778,0.0,40,0,1950-07-02
283,5,784,0.0,35,0,1950-07-02
284,5,704,3.0,13,0,1950-07-02
285,5,686,4.0,10,0,1950-07-02
286,5,640,0.0,24,0,1950-07-02
287,5,786,24.0,2,0,1950-07-02
288,5,501,0.0,32,0,1950-07-02
289,5,661,0.0,62,0,1950-07-02
290,5,627,10.0,4,0,1950-07-02
291,5,619,0.0,22,0,1950-07-02
292,5,787,0.0,29,0,1950-07-02
293,5,741,1.0,18,0,1950-07-02
294,5,426,0.0,60,0,1950-07-02
295,5,792,0.0,64,0,1950-07-02
296,5,593,9.0,5,1,1950-07-02
297,5,771,0.0,49,0,1950-07-02
298,5,520,0.0,46,0,1950-07-02
299,5,653,0.0,47,0,1950-07-02
300,5,732,0.0,48,0,1950-07-02
301,5,803,0.0,66,0,1950-07-02
302,5,666,0.0,61,0,1950-07-02
303,5,537,0.0,71,0,1950-07-02
304,5,529,1.0,20,0,1950-07-02
305,5,611,0.0,70,0,1950-07-02
306,5,526,0.0,45,0,1950-07-02
307,5,799,0.0,69,0,1950-07-02
308,5,798,0.0,67,0,1950-07-02
309,5,729,0.0,65,0,1950-07-02
310,5,731,0.0,73,0,1950-07-02
311,5,509,0.0,54,0,1950-07-02
312,5,797,0.0,53,0,1950-07-02
313,5,796,0.0,52,0,1950-07-02
314,5,659,0.0,51,0,1950-07-02
315,5,677,0.0,50,0,1950-07-02
316,5,615,0.0,68,0,1950-07-02
317,5,658,0.0,44,0,1950-07-02
318,5,788,0.0,39,0,1950-07-02
319,5,518,0.0,42,0,1950-07-02
320,5,800,0.0,31,0,1950-07-02
321,5,697,2.0,17,0,1950-07-02
322,5,630,0.0,72,0,1950-07-02
323,5,774,1.0,19,0,1950-07-02
324,5,801,0.0,25,0,1950-07-02
325,5,772,0.0,43,0,1950-07-02
326,5,701,6.0,7,0,1950-07-02
327,5,768,4.0,12,0,1950-07-02
328,5,770,3.0,16,0,1950-07-02
329,5,794,1.0,21,0,1950-07-02
330,5,780,0.0,37,0,1950-07-02
331,5,773,0.0,28,0,1950-07-02
332,5,795,0.0,41,0,1950-07-02
333,5,766,0.0,26,0,1950-07-02
334,5,559,0.0,38,0,1950-07-02
335,5,555,0.0,36,0,1950-07-02
336,5,726,0.0,33,0,1950-07-02
337,5,654,0.0,30,0,1950-07-02
338,6,589,4.0,10,0,1950-09-03
339,6,633,0.0,25,0,1950-09-03
340,6,579,27.0,2,3,1950-09-03
341,6,793,3.0,15,0,1950-09-03
342,6,647,11.0,5,0,1950-09-03
343,6,790,0.0,69,0,1950-09-03
344,6,661,0.0,68,0,1950-09-03
345,6,776,0.0,60,0,1950-09-03
346,6,669,5.0,8,0,1950-09-03
347,6,747,0.0,56,0,1950-09-03
348,6,640,0.0,23,0,1950-09-03
349,6,789,0.0,62,0,1950-09-03
350,6,785,0.0,35,0,1950-09-03
351,6,774,1.0,20,0,1950-09-03
352,6,660,0.0,28,0,1950-09-03
353,6,778,0.0,41,0,1950-09-03
354,6,619,0.0,24,0,1950-09-03
355,6,627,13.0,4,0,1950-09-03
356,6,686,4.0,11,0,1950-09-03
357,6,786,24.0,3,0,1950-09-03
358,6,498,0.0,57,0,1950-09-03
359,6,642,30.0,1,3,1950-09-03
360,6,787,0.0,30,0,1950-09-03
361,6,741,3.0,18,0,1950-09-03
362,6,784,0.0,36,0,1950-09-03
363,6,792,0.0,70,0,1950-09-03
364,6,795,0.0,42,0,1950-09-03
365,6,626,3.0,16,0,1950-09-03
366,6,704,3.0,14,0,1950-09-03
367,6,762,0.0,59,0,1950-09-03
368,6,729,0.0,73,0,1950-09-03
369,6,788,0.0,40,0,1950-09-03
370,6,615,0.0,76,0,1950-09-03
371,6,799,0.0,77,0,1950-09-03
372,6,611,0.0,78,0,1950-09-03
373,6,529,1.0,21,0,1950-09-03
374,6,537,0.0,79,0,1950-09-03
375,6,630,0.0,80,0,1950-09-03
376,6,697,2.0,19,0,1950-09-03
377,6,800,0.0,32,0,1950-09-03
378,6,780,0.0,38,0,1950-09-03
379,6,773,0.0,29,0,1950-09-03
380,6,801,0.0,26,0,1950-09-03
381,6,802,3.0,13,0,1950-09-03
382,6,791,0.0,64,0,1950-09-03
383,6,764,0.0,58,0,1950-09-03
384,6,803,0.0,74,0,1950-09-03
385,6,666,0.0,67,0,1950-09-03
386,6,765,0.0,65,0,1950-09-03
387,6,740,0.0,66,0,1950-09-03
388,6,763,0.0,71,0,1950-09-03
389,6,426,0.0,63,0,1950-09-03
390,6,756,0.0,72,0,1950-09-03
391,6,731,0.0,81,0,1950-09-03
392,6,509,0.0,55,0,1950-09-03
393,6,798,0.0,75,0,1950-09-03
394,6,796,0.0,53,0,1950-09-03
395,6,501,0.0,33,0,1950-09-03
396,6,687,4.0,9,0,1950-09-03
397,6,593,9.0,6,1,1950-09-03
398,6,701,6.0,7,0,1950-09-03
399,6,768,4.0,12,0,1950-09-03
400,6,770,3.0,17,0,1950-09-03
401,6,794,1.0,22,0,1950-09-03
402,6,797,0.0,54,0,1950-09-03
403,6,654,0.0,31,0,1950-09-03
404,6,726,0.0,34,0,1950-09-03
405,6,555,0.0,37,0,1950-09-03
406,6,766,0.0,27,0,1950-09-03
407,6,518,0.0,43,0,1950-09-03
408,6,772,0.0,44,0,1950-09-03
409,6,641,0.0,61,0,1950-09-03
410,6,658,0.0,45,0,1950-09-03
411,6,526,0.0,46,0,1950-09-03
412,6,520,0.0,47,0,1950-09-03
413,6,653,0.0,48,0,1950-09-03
414,6,732,0.0,49,0,1950-09-03
415,6,771,0.0,50,0,1950-09-03
416,6,559,0.0,39,0,1950-09-03
417,6,677,0.0,51,0,1950-09-03
418,6,659,0.0,52,0,1950-09-03
419,7,589,0.0,7,0,1951-05-27
420,7,647,0.0,6,0,1951-05-27
421,7,579,9.0,1,1,1951-05-27
422,7,763,3.0,4,0,1951-05-27
423,7,642,4.0,3,0,1951-05-27
424,7,641,6.0,2,0,1951-05-27
425,7,640,2.0,5,0,1951-05-27
426,7,475,0.0,8,0,1951-05-27
427,7,704,0.0,18,0,1951-05-27
428,7,741,0.0,10,0,1951-05-27
429,7,723,0.0,11,0,1951-05-27
430,7,501,0.0,12,0,1951-05-27
431,7,660,0.0,13,0,1951-05-27
432,7,764,0.0,14,0,1951-05-27
433,7,687,0.0,15,0,1951-05-27
434,7,765,0.0,16,0,1951-05-27
435,7,725,0.0,17,0,1951-05-27
436,7,633,0.0,19,0,1951-05-27
437,7,627,0.0,9,0,1951-05-27
438,7,721,0.0,21,0,1951-05-27
439,7,498,0.0,20,0,1951-05-27
440,8,721,0.0,42,0,1951-05-30
441,8,766,9.0,2,1,1951-05-30
442,8,673,6.0,3,0,1951-05-30
443,8,658,2.0,8,0,1951-05-30
444,8,767,0.0,15,0,1951-05-30
445,8,641,6.0,4,0,1951-05-30
446,8,579,9.0,1,1,1951-05-30
447,8,498,0.0,40,0,1951-05-30
448,8,734,2.0,9,0,1951-05-30
449,8,731,0.0,13,0,1951-05-30
450,8,612,3.0,6,0,1951-05-30
451,8,633,0.0,39,0,1951-05-30
452,8,764,0.0,23,0,1951-05-30
453,8,725,0.0,34,0,1951-05-30
454,8,765,0.0,33,0,1951-05-30
455,8,687,0.0,31,0,1951-05-30
456,8,660,0.0,22,0,1951-05-30
457,8,501,0.0,21,0,1951-05-30
458,8,723,0.0,20,0,1951-05-30
459,8,741,0.0,19,0,1951-05-30
460,8,627,0.0,18,0,1951-05-30
461,8,475,0.0,17,0,1951-05-30
462,8,589,0.0,14,0,1951-05-30
463,8,647,0.0,12,0,1951-05-30
464,8,763,3.0,7,0,1951-05-30
465,8,642,4.0,5,0,1951-05-30
466,8,704,0.0,36,0,1951-05-30
467,8,518,0.0,16,0,1951-05-30
468,8,640,2.0,10,0,1951-05-30
469,8,699,0.0,25,0,1951-05-30
470,8,529,0.0,24,0,1951-05-30
471,8,675,2.0,11,0,1951-05-30
472,8,728,0.0,55,0,1951-05-30
473,8,732,0.0,54,0,1951-05-30
474,8,772,0.0,53,0,1951-05-30
475,8,726,0.0,52,0,1951-05-30
476,8,629,0.0,50,0,1951-05-30
477,8,448,0.0,49,0,1951-05-30
478,8,771,0.0,48,0,1951-05-30
479,8,733,0.0,47,0,1951-05-30
480,8,630,0.0,46,0,1951-05-30
481,8,526,0.0,45,0,1951-05-30
482,8,657,0.0,51,0,1951-05-30
483,8,593,0.0,43,0,1951-05-30
484,8,770,0.0,44,0,1951-05-30
485,8,611,0.0,27,0,1951-05-30
486,8,729,0.0,28,0,1951-05-30
487,8,768,0.0,29,0,1951-05-30
488,8,654,0.0,30,0,1951-05-30
489,8,534,0.0,26,0,1951-05-30
490,8,615,0.0,35,0,1951-05-30
491,8,700,0.0,37,0,1951-05-30
492,8,769,0.0,38,0,1951-05-30
493,8,521,0.0,41,0,1951-05-30
494,8,653,0.0,32,0,1951-05-30
495,9,687,0.0,35,0,1951-06-17
496,9,765,0.0,37,0,1951-06-17
497,9,725,0.0,38,0,1951-06-17
498,9,704,2.0,12,0,1951-06-17
499,9,498,0.0,42,0,1951-06-17
500,9,721,0.0,44,0,1951-06-17
501,9,658,2.0,11,0,1951-06-17
502,9,673,6.0,6,0,1951-06-17
503,9,612,3.0,10,0,1951-06-17
504,9,734,2.0,13,0,1951-06-17
505,9,731,0.0,16,0,1951-06-17
506,9,766,9.0,3,1,1951-06-17
507,9,764,0.0,27,0,1951-06-17
508,9,579,10.0,2,1,1951-06-17
509,9,501,0.0,26,0,1951-06-17
510,9,723,0.0,25,0,1951-06-17
511,9,741,0.0,24,0,1951-06-17
512,9,627,3.0,8,0,1951-06-17
513,9,475,0.0,23,0,1951-06-17
514,9,589,0.0,19,0,1951-06-17
515,9,647,6.0,4,0,1951-06-17
516,9,640,2.0,14,0,1951-06-17
517,9,763,3.0,9,0,1951-06-17
518,9,642,12.0,1,1,1951-06-17
519,9,767,0.0,20,0,1951-06-17
520,9,641,6.0,5,0,1951-06-17
521,9,660,0.0,18,0,1951-06-17
522,9,518,0.0,21,0,1951-06-17
523,9,633,4.0,7,0,1951-06-17
524,9,699,0.0,29,0,1951-06-17
525,9,529,0.0,28,0,1951-06-17
526,9,675,2.0,15,0,1951-06-17
527,9,773,0.0,22,0,1951-06-17
528,9,428,0.0,17,0,1951-06-17
529,9,728,0.0,57,0,1951-06-17
530,9,732,0.0,56,0,1951-06-17
531,9,726,0.0,54,0,1951-06-17
532,9,657,0.0,53,0,1951-06-17
533,9,629,0.0,52,0,1951-06-17
534,9,448,0.0,51,0,1951-06-17
535,9,771,0.0,50,0,1951-06-17
536,9,733,0.0,49,0,1951-06-17
537,9,630,0.0,48,0,1951-06-17
538,9,772,0.0,55,0,1951-06-17
539,9,770,0.0,46,0,1951-06-17
540,9,534,0.0,30,0,1951-06-17
541,9,526,0.0,47,0,1951-06-17
542,9,611,0.0,31,0,1951-06-17
543,9,729,0.0,32,0,1951-06-17
544,9,654,0.0,34,0,1951-06-17
545,9,653,0.0,36,0,1951-06-17
546,9,768,0.0,33,0,1951-06-17
547,9,615,0.0,39,0,1951-06-17
548,9,700,0.0,40,0,1951-06-17
549,9,769,0.0,41,0,1951-06-17
550,9,521,0.0,43,0,1951-06-17
551,9,593,0.0,45,0,1951-06-17
552,10,673,6.0,7,0,1951-07-01
553,10,498,3.0,9,0,1951-07-01
554,10,721,0.0,51,0,1951-07-01
555,10,766,9.0,3,1,1951-07-01
556,10,633,8.0,5,0,1951-07-01
557,10,658,2.0,14,0,1951-07-01
558,10,529,0.0,32,0,1951-07-01
559,10,734,2.0,17,0,1951-07-01
560,10,731,0.0,20,0,1951-07-01
561,10,767,0.0,23,0,1951-07-01
562,10,518,0.0,24,0,1951-07-01
563,10,699,0.0,33,0,1951-07-01
564,10,704,2.0,15,0,1951-07-01
565,10,612,3.0,12,0,1951-07-01
566,10,725,0.0,43,0,1951-07-01
567,10,642,14.0,2,1,1951-07-01
568,10,687,0.0,38,0,1951-07-01
569,10,764,0.0,28,0,1951-07-01
570,10,660,0.0,22,0,1951-07-01
571,10,723,0.0,30,0,1951-07-01
572,10,741,0.0,29,0,1951-07-01
573,10,627,3.0,10,0,1951-07-01
574,10,475,0.0,27,0,1951-07-01
575,10,589,0.0,19,0,1951-07-01
576,10,647,9.0,4,0,1951-07-01
577,10,640,2.0,16,0,1951-07-01
578,10,763,3.0,11,0,1951-07-01
579,10,534,0.0,34,0,1951-07-01
580,10,641,6.0,6,0,1951-07-01
581,10,579,15.0,1,2,1951-07-01
582,10,765,0.0,42,0,1951-07-01
583,10,611,0.0,35,0,1951-07-01
584,10,501,0.0,31,0,1951-07-01
585,10,768,0.0,37,0,1951-07-01
586,10,729,0.0,36,0,1951-07-01
587,10,675,2.0,18,0,1951-07-01
588,10,670,0.0,52,0,1951-07-01
589,10,626,0.0,49,0,1951-07-01
590,10,609,0.0,48,0,1951-07-01
591,10,426,0.0,45,0,1951-07-01
592,10,775,0.0,40,0,1951-07-01
593,10,774,0.0,25,0,1951-07-01
594,10,786,4.0,8,1,1951-07-01
595,10,773,0.0,26,0,1951-07-01
596,10,428,0.0,21,0,1951-07-01
597,10,728,0.0,65,0,1951-07-01
598,10,732,0.0,64,0,1951-07-01
599,10,772,0.0,63,0,1951-07-01
600,10,726,0.0,62,0,1951-07-01
601,10,686,3.0,13,0,1951-07-01
602,10,629,0.0,60,0,1951-07-01
603,10,654,0.0,39,0,1951-07-01
604,10,657,0.0,61,0,1951-07-01
605,10,653,0.0,41,0,1951-07-01
606,10,615,0.0,44,0,1951-07-01
607,10,700,0.0,46,0,1951-07-01
608,10,521,0.0,50,0,1951-07-01
609,10,593,0.0,53,0,1951-07-01
610,10,769,0.0,47,0,1951-07-01
611,10,526,0.0,55,0,1951-07-01
612,10,630,0.0,56,0,1951-07-01
613,10,733,0.0,57,0,1951-07-01
614,10,771,0.0,58,0,1951-07-01
615,10,448,0.0,59,0,1951-07-01
616,10,770,0.0,54,0,1951-07-01
617,11,673,6.0,8,0,1951-07-14
618,11,731,0.0,21,0,1951-07-14
619,11,658,2.0,15,0,1951-07-14
620,11,612,3.0,14,0,1951-07-14
621,11,734,2.0,18,0,1951-07-14
622,11,767,0.0,24,0,1951-07-14
623,11,768,0.0,43,0,1951-07-14
624,11,529,0.0,38,0,1951-07-14
625,11,699,0.0,39,0,1951-07-14
626,11,534,0.0,40,0,1951-07-14
627,11,611,0.0,41,0,1951-07-14
628,11,729,0.0,42,0,1951-07-14
629,11,766,9.0,5,1,1951-07-14
630,11,518,0.0,26,0,1951-07-14
631,11,721,0.0,60,0,1951-07-14
632,11,763,3.0,11,0,1951-07-14
633,11,633,12.0,3,0,1951-07-14
634,11,642,15.0,2,1,1951-07-14
635,11,654,0.0,44,0,1951-07-14
636,11,640,2.0,17,0,1951-07-14
637,11,647,9.0,6,0,1951-07-14
638,11,589,0.0,20,0,1951-07-14
639,11,475,0.0,29,0,1951-07-14
640,11,627,3.0,12,0,1951-07-14
641,11,741,0.0,33,0,1951-07-14
642,11,723,0.0,34,0,1951-07-14
643,11,501,0.0,36,0,1951-07-14
644,11,660,0.0,23,0,1951-07-14
645,11,687,0.0,32,0,1951-07-14
646,11,765,0.0,48,0,1951-07-14
647,11,725,0.0,49,0,1951-07-14
648,11,704,2.0,16,0,1951-07-14
649,11,498,11.0,4,1,1951-07-14
650,11,653,0.0,47,0,1951-07-14
651,11,732,0.0,73,0,1951-07-14
652,11,700,0.0,54,0,1951-07-14
653,11,775,0.0,45,0,1951-07-14
654,11,426,0.0,52,0,1951-07-14
655,11,609,0.0,56,0,1951-07-14
656,11,626,0.0,58,0,1951-07-14
657,11,670,0.0,61,0,1951-07-14
658,11,697,3.0,13,0,1951-07-14
659,11,774,0.0,27,0,1951-07-14
660,11,661,0.0,25,0,1951-07-14
661,11,619,0.0,35,0,1951-07-14
662,11,708,0.0,37,0,1951-07-14
663,11,776,0.0,46,0,1951-07-14
