constructorResultsId,raceId,constructorId,points,date
67,75,64,0.0,1959-05-10 00:00:00
68,75,93,0.0,1959-05-10 00:00:00
69,75,103,0.0,1959-05-10 00:00:00
70,75,167,8.0,1959-05-10 00:00:00
71,75,5,6.0,1959-05-10 00:00:00
72,75,163,0.0,1959-05-10 00:00:00
73,75,31,0.0,1959-05-10 00:00:00
74,76,111,0.0,1959-05-30 00:00:00
75,76,106,3.0,1959-05-30 00:00:00
76,76,105,8.0,1959-05-30 00:00:00
77,76,108,5.0,1959-05-30 00:00:00
78,76,113,0.0,1959-05-30 00:00:00
79,76,107,0.0,1959-05-30 00:00:00
80,76,119,0.0,1959-05-30 00:00:00
81,76,118,0.0,1959-05-30 00:00:00
82,76,117,0.0,1959-05-30 00:00:00
83,76,112,0.0,1959-05-30 00:00:00
84,76,120,0.0,1959-05-30 00:00:00
85,77,167,6.0,1959-05-31 00:00:00
86,77,31,3.0,1959-05-31 00:00:00
87,77,5,2.0,1959-05-31 00:00:00
88,77,93,0.0,1959-05-31 00:00:00
89,77,64,8.0,1959-05-31 00:00:00
90,77,115,0.0,1959-05-31 00:00:00
91,78,167,4.0,1959-07-05 00:00:00
92,78,103,0.0,1959-07-05 00:00:00
93,78,163,0.0,1959-07-05 00:00:00
94,78,5,8.0,1959-07-05 00:00:00
95,78,31,0.0,1959-07-05 00:00:00
96,79,166,0.0,1959-07-18 00:00:00
97,79,103,0.0,1959-07-18 00:00:00
98,79,99,0.0,1959-07-18 00:00:00
99,79,116,0.0,1959-07-18 00:00:00
100,79,121,0.0,1959-07-18 00:00:00
101,79,31,0.0,1959-07-18 00:00:00
102,79,163,0.0,1959-07-18 00:00:00
103,79,167,8.0,1959-07-18 00:00:00
104,79,64,6.0,1959-07-18 00:00:00
105,79,115,0.0,1959-07-18 00:00:00
106,80,167,3.0,1959-08-02 00:00:00
107,80,163,0.0,1959-08-02 00:00:00
108,80,31,0.0,1959-08-02 00:00:00
109,80,64,2.0,1959-08-02 00:00:00
110,80,5,8.0,1959-08-02 00:00:00
111,81,163,0.0,1959-08-23 00:00:00
112,81,64,2.0,1959-08-23 00:00:00
113,81,5,4.0,1959-08-23 00:00:00
114,81,167,8.0,1959-08-23 00:00:00
115,81,115,0.0,1959-08-23 00:00:00
116,81,31,0.0,1959-08-23 00:00:00
117,82,31,0.0,1959-09-13 00:00:00
118,82,103,0.0,1959-09-13 00:00:00
119,82,163,0.0,1959-09-13 00:00:00
120,82,115,0.0,1959-09-13 00:00:00
121,82,64,0.0,1959-09-13 00:00:00
122,82,5,6.0,1959-09-13 00:00:00
123,82,167,8.0,1959-09-13 00:00:00
124,83,166,0.0,1959-12-12 00:00:00
125,83,5,4.0,1959-12-12 00:00:00
126,83,167,8.0,1959-12-12 00:00:00
127,83,93,0.0,1959-12-12 00:00:00
128,83,163,0.0,1959-12-12 00:00:00
129,83,111,0.0,1959-12-12 00:00:00
130,83,165,0.0,1959-12-12 00:00:00
131,83,122,0.0,1959-12-12 00:00:00
132,83,31,2.0,1959-12-12 00:00:00
133,83,123,0.0,1959-12-12 00:00:00
134,83,103,0.0,1959-12-12 00:00:00
135,84,31,1.0,1960-02-07 00:00:00
136,84,163,3.0,1960-02-07 00:00:00
137,84,64,0.0,1960-02-07 00:00:00
138,84,167,8.0,1960-02-07 00:00:00
139,84,103,0.0,1960-02-07 00:00:00
140,84,5,8.0,1960-02-07 00:00:00
141,84,102,0.0,1960-02-07 00:00:00
142,85,99,0.0,1960-05-29 00:00:00
143,85,167,6.0,1960-05-29 00:00:00
144,85,5,4.0,1960-05-29 00:00:00
145,85,64,2.0,1960-05-29 00:00:00
146,85,163,0.0,1960-05-29 00:00:00
147,85,168,0.0,1960-05-29 00:00:00
148,85,104,0.0,1960-05-29 00:00:00
149,85,31,8.0,1960-05-29 00:00:00
150,86,107,3.0,1960-05-30 00:00:00
151,86,106,4.0,1960-05-30 00:00:00
152,86,105,8.0,1960-05-30 00:00:00
153,86,111,0.0,1960-05-30 00:00:00
154,86,110,0.0,1960-05-30 00:00:00
155,86,108,2.0,1960-05-30 00:00:00
156,86,112,0.0,1960-05-30 00:00:00
157,86,113,0.0,1960-05-30 00:00:00
158,86,114,0.0,1960-05-30 00:00:00
159,86,109,1.0,1960-05-30 00:00:00
160,87,104,0.0,1960-06-06 00:00:00
161,87,163,0.0,1960-06-06 00:00:00
162,87,5,2.0,1960-06-06 00:00:00
163,87,64,4.0,1960-06-06 00:00:00
164,87,31,6.0,1960-06-06 00:00:00
165,87,167,8.0,1960-06-06 00:00:00
166,87,115,0.0,1960-06-06 00:00:00
167,88,5,3.0,1960-06-19 00:00:00
168,88,167,8.0,1960-06-19 00:00:00
169,88,31,2.0,1960-06-19 00:00:00
170,88,104,0.0,1960-06-19 00:00:00
171,88,64,0.0,1960-06-19 00:00:00
172,89,104,0.0,1960-07-03 00:00:00
173,89,168,0.0,1960-07-03 00:00:00
174,89,64,0.0,1960-07-03 00:00:00
175,89,116,0.0,1960-07-03 00:00:00
176,89,163,0.0,1960-07-03 00:00:00
177,89,31,2.0,1960-07-03 00:00:00
178,89,167,8.0,1960-07-03 00:00:00
179,89,5,0.0,1960-07-03 00:00:00
180,90,167,8.0,1960-07-16 00:00:00
181,90,31,6.0,1960-07-16 00:00:00
182,90,64,0.0,1960-07-16 00:00:00
183,90,115,0.0,1960-07-16 00:00:00
184,90,99,0.0,1960-07-16 00:00:00
185,90,163,0.0,1960-07-16 00:00:00
186,90,168,0.0,1960-07-16 00:00:00
187,90,5,1.0,1960-07-16 00:00:00
188,91,163,0.0,1960-08-14 00:00:00
189,91,64,0.0,1960-08-14 00:00:00
190,91,5,3.0,1960-08-14 00:00:00
191,91,31,4.0,1960-08-14 00:00:00
192,91,167,8.0,1960-08-14 00:00:00
193,92,103,0.0,1960-09-04 00:00:00
194,92,168,3.0,1960-09-04 00:00:00
195,92,99,0.0,1960-09-04 00:00:00
196,92,102,0.0,1960-09-04 00:00:00
197,92,167,0.0,1960-09-04 00:00:00
198,92,93,1.0,1960-09-04 00:00:00
199,92,163,0.0,1960-09-04 00:00:00
200,92,5,8.0,1960-09-04 00:00:00
201,93,168,0.0,1960-11-20 00:00:00
202,93,103,0.0,1960-11-20 00:00:00
203,93,104,0.0,1960-11-20 00:00:00
204,93,167,4.0,1960-11-20 00:00:00
205,93,64,2.0,1960-11-20 00:00:00
206,93,163,0.0,1960-11-20 00:00:00
207,93,31,8.0,1960-11-20 00:00:00
208,94,167,1.0,1961-05-14 00:00:00
209,94,163,0.0,1961-05-14 00:00:00
210,94,64,0.0,1961-05-14 00:00:00
211,94,97,0.0,1961-05-14 00:00:00
212,94,169,9.0,1961-05-14 00:00:00
213,94,93,2.0,1961-05-14 00:00:00
214,94,5,6.0,1961-05-14 00:00:00
215,95,167,1.0,1961-05-22 00:00:00
216,95,5,9.0,1961-05-22 00:00:00
217,95,93,0.0,1961-05-22 00:00:00
218,95,169,4.0,1961-05-22 00:00:00
219,95,64,0.0,1961-05-22 00:00:00
220,96,163,0.0,1961-06-18 00:00:00
221,96,5,9.0,1961-06-18 00:00:00
222,96,93,1.0,1961-06-18 00:00:00
223,96,167,2.0,1961-06-18 00:00:00
224,96,169,0.0,1961-06-18 00:00:00
225,96,64,0.0,1961-06-18 00:00:00
226,97,99,0.0,1961-07-02 00:00:00
227,97,64,1.0,1961-07-02 00:00:00
228,97,5,9.0,1961-07-02 00:00:00
229,97,163,0.0,1961-07-02 00:00:00
230,97,171,0.0,1961-07-02 00:00:00
231,97,97,0.0,1961-07-02 00:00:00
232,97,93,6.0,1961-07-02 00:00:00
233,97,169,4.0,1961-07-02 00:00:00
234,97,167,2.0,1961-07-02 00:00:00
235,98,95,0.0,1961-07-15 00:00:00
236,98,100,0.0,1961-07-15 00:00:00
237,98,97,0.0,1961-07-15 00:00:00
238,98,163,0.0,1961-07-15 00:00:00
239,98,64,0.0,1961-07-15 00:00:00
240,98,169,0.0,1961-07-15 00:00:00
241,98,93,2.0,1961-07-15 00:00:00
242,98,167,4.0,1961-07-15 00:00:00
243,98,5,19.0,1961-07-15 00:00:00
244,99,163,0.0,1961-08-06 00:00:00
245,99,64,0.0,1961-08-06 00:00:00
246,99,101,0.0,1961-08-06 00:00:00
247,99,93,0.0,1961-08-06 00:00:00
248,99,167,2.0,1961-08-06 00:00:00
249,99,5,6.0,1961-08-06 00:00:00
250,99,169,9.0,1961-08-06 00:00:00
251,100,5,9.0,1961-09-10 00:00:00
252,100,171,0.0,1961-09-10 00:00:00
253,100,99,0.0,1961-09-10 00:00:00
254,100,172,0.0,1961-09-10 00:00:00
255,100,170,0.0,1961-09-10 00:00:00
256,100,169,0.0,1961-09-10 00:00:00
257,100,163,0.0,1961-09-10 00:00:00
258,100,167,4.0,1961-09-10 00:00:00
259,100,64,2.0,1961-09-10 00:00:00
260,100,93,6.0,1961-09-10 00:00:00
261,100,97,0.0,1961-09-10 00:00:00
262,101,93,6.0,1961-10-08 00:00:00
263,101,167,3.0,1961-10-08 00:00:00
264,101,64,4.0,1961-10-08 00:00:00
265,101,169,9.0,1961-10-08 00:00:00
266,102,64,9.0,1962-05-20 00:00:00
267,102,169,6.0,1962-05-20 00:00:00
268,102,25,0.0,1962-05-20 00:00:00
269,102,97,0.0,1962-05-20 00:00:00
270,102,167,2.0,1962-05-20 00:00:00
271,102,5,4.0,1962-05-20 00:00:00
272,102,93,1.0,1962-05-20 00:00:00
273,103,172,0.0,1962-06-03 00:00:00
274,103,173,0.0,1962-06-03 00:00:00
275,103,169,0.0,1962-06-03 00:00:00
276,103,64,1.0,1962-06-03 00:00:00
277,103,93,2.0,1962-06-03 00:00:00
278,103,25,3.0,1962-06-03 00:00:00
279,103,167,9.0,1962-06-03 00:00:00
280,103,5,6.0,1962-06-03 00:00:00
281,104,173,0.0,1962-06-17 00:00:00
282,104,25,2.0,1962-06-17 00:00:00
283,104,64,6.0,1962-06-17 00:00:00
284,104,5,4.0,1962-06-17 00:00:00
285,104,93,0.0,1962-06-17 00:00:00
286,104,167,0.0,1962-06-17 00:00:00
287,104,169,9.0,1962-06-17 00:00:00
288,105,93,9.0,1962-07-08 00:00:00
289,105,173,0.0,1962-07-08 00:00:00
290,105,31,0.0,1962-07-08 00:00:00
291,105,167,6.0,1962-07-08 00:00:00
292,105,64,4.0,1962-07-08 00:00:00
293,105,25,2.0,1962-07-08 00:00:00
294,105,169,0.0,1962-07-08 00:00:00
295,105,85,0.0,1962-07-08 00:00:00
296,106,64,3.0,1962-07-21 00:00:00
297,106,93,0.0,1962-07-21 00:00:00
298,106,97,0.0,1962-07-21 00:00:00
299,106,5,0.0,1962-07-21 00:00:00
300,106,173,0.0,1962-07-21 00:00:00
301,106,95,0.0,1962-07-21 00:00:00
302,106,169,9.0,1962-07-21 00:00:00
303,106,25,6.0,1962-07-21 00:00:00
304,106,167,4.0,1962-07-21 00:00:00
305,107,5,1.0,1962-08-05 00:00:00
306,107,25,6.0,1962-08-05 00:00:00
307,107,98,0.0,1962-08-05 00:00:00
308,107,64,9.0,1962-08-05 00:00:00
309,107,33,0.0,1962-08-05 00:00:00
310,107,95,0.0,1962-08-05 00:00:00
311,107,173,0.0,1962-08-05 00:00:00
312,107,93,4.0,1962-08-05 00:00:00
313,107,169,3.0,1962-08-05 00:00:00
314,107,167,2.0,1962-08-05 00:00:00
315,108,93,1.0,1962-09-16 00:00:00
316,108,169,0.0,1962-09-16 00:00:00
317,108,173,0.0,1962-09-16 00:00:00
318,108,97,0.0,1962-09-16 00:00:00
319,108,95,0.0,1962-09-16 00:00:00
320,108,25,0.0,1962-09-16 00:00:00
321,108,64,9.0,1962-09-16 00:00:00
322,108,167,4.0,1962-09-16 00:00:00
323,108,174,0.0,1962-09-16 00:00:00
324,108,84,0.0,1962-09-16 00:00:00
325,108,171,0.0,1962-09-16 00:00:00
326,108,5,3.0,1962-09-16 00:00:00
327,109,169,9.0,1962-10-07 00:00:00
328,109,33,3.0,1962-10-07 00:00:00
329,109,93,2.0,1962-10-07 00:00:00
330,109,173,1.0,1962-10-07 00:00:00
331,109,64,6.0,1962-10-07 00:00:00
332,109,167,4.0,1962-10-07 00:00:00
333,109,25,0.0,1962-10-07 00:00:00
334,110,93,0.0,1962-12-29 00:00:00
335,110,25,0.0,1962-12-29 00:00:00
336,110,33,3.0,1962-12-29 00:00:00
337,110,87,0.0,1962-12-29 00:00:00
338,110,169,2.0,1962-12-29 00:00:00
339,110,97,0.0,1962-12-29 00:00:00
340,110,64,9.0,1962-12-29 00:00:00
341,110,167,6.0,1962-12-29 00:00:00
342,110,175,0.0,1962-12-29 00:00:00
343,111,25,0.0,1963-05-26 00:00:00
344,111,173,0.0,1963-05-26 00:00:00
345,111,169,1.0,1963-05-26 00:00:00
346,111,33,0.0,1963-05-26 00:00:00
347,111,93,0.0,1963-05-26 00:00:00
348,111,90,0.0,1963-05-26 00:00:00
349,111,84,0.0,1963-05-26 00:00:00
350,111,5,3.0,1963-05-26 00:00:00
351,111,167,4.0,1963-05-26 00:00:00
352,111,64,9.0,1963-05-26 00:00:00
353,111,52,0.0,1963-05-26 00:00:00
354,112,33,4.0,1963-06-09 00:00:00
355,112,64,3.0,1963-06-09 00:00:00
356,112,173,0.0,1963-06-09 00:00:00
357,112,90,0.0,1963-06-09 00:00:00
358,112,5,0.0,1963-06-09 00:00:00
359,112,93,1.0,1963-06-09 00:00:00
360,112,92,0.0,1963-06-09 00:00:00
361,112,52,0.0,1963-06-09 00:00:00
362,112,25,0.0,1963-06-09 00:00:00
363,112,169,9.0,1963-06-09 00:00:00
364,112,167,6.0,1963-06-09 00:00:00
365,113,92,3.0,1963-06-23 00:00:00
366,113,5,4.0,1963-06-23 00:00:00
367,113,90,0.0,1963-06-23 00:00:00
368,113,33,6.0,1963-06-23 00:00:00
369,113,64,2.0,1963-06-23 00:00:00
370,113,173,0.0,1963-06-23 00:00:00
371,113,93,0.0,1963-06-23 00:00:00
372,113,167,0.0,1963-06-23 00:00:00
373,113,25,0.0,1963-06-23 00:00:00
374,113,52,0.0,1963-06-23 00:00:00
375,113,169,9.0,1963-06-23 00:00:00
376,114,169,9.0,1963-06-30 00:00:00
377,114,167,6.0,1963-06-30 00:00:00
378,114,64,0.0,1963-06-30 00:00:00
379,114,52,0.0,1963-06-30 00:00:00
380,114,33,3.0,1963-06-30 00:00:00
381,114,90,0.0,1963-06-30 00:00:00
382,114,5,0.0,1963-06-30 00:00:00
383,114,92,0.0,1963-06-30 00:00:00
384,114,25,0.0,1963-06-30 00:00:00
385,114,173,1.0,1963-06-30 00:00:00
386,114,84,0.0,1963-06-30 00:00:00
387,115,84,0.0,1963-07-20 00:00:00
388,115,92,0.0,1963-07-20 00:00:00
389,115,90,0.0,1963-07-20 00:00:00
390,115,95,0.0,1963-07-20 00:00:00
391,115,169,9.0,1963-07-20 00:00:00
392,115,5,6.0,1963-07-20 00:00:00
393,115,64,4.0,1963-07-20 00:00:00
394,115,93,0.0,1963-07-20 00:00:00
395,115,167,0.0,1963-07-20 00:00:00
396,115,52,0.0,1963-07-20 00:00:00
397,115,33,0.0,1963-07-20 00:00:00
398,115,25,0.0,1963-07-20 00:00:00
399,115,173,1.0,1963-07-20 00:00:00
400,116,5,9.0,1963-08-04 00:00:00
401,116,174,0.0,1963-08-04 00:00:00
402,116,169,6.0,1963-08-04 00:00:00
403,116,93,3.0,1963-08-04 00:00:00
404,116,173,2.0,1963-08-04 00:00:00
405,116,52,0.0,1963-08-04 00:00:00
406,116,33,0.0,1963-08-04 00:00:00
407,116,90,0.0,1963-08-04 00:00:00
408,116,25,0.0,1963-08-04 00:00:00
409,116,95,0.0,1963-08-04 00:00:00
410,116,167,1.0,1963-08-04 00:00:00
411,116,64,4.0,1963-08-04 00:00:00
412,117,33,2.0,1963-09-08 00:00:00
413,117,92,3.0,1963-09-08 00:00:00
414,117,167,4.0,1963-09-08 00:00:00
415,117,64,6.0,1963-09-08 00:00:00
416,117,169,9.0,1963-09-08 00:00:00
417,117,52,0.0,1963-09-08 00:00:00
418,117,25,0.0,1963-09-08 00:00:00
419,117,176,0.0,1963-09-08 00:00:00
420,117,5,0.0,1963-09-08 00:00:00
421,117,90,0.0,1963-09-08 00:00:00
422,117,93,0.0,1963-09-08 00:00:00
423,117,163,0.0,1963-09-08 00:00:00
424,117,173,0.0,1963-09-08 00:00:00
425,117,170,0.0,1963-09-08 00:00:00
426,117,95,0.0,1963-09-08 00:00:00
427,118,52,0.0,1963-10-06 00:00:00
428,118,64,9.0,1963-10-06 00:00:00
429,118,169,4.0,1963-10-06 00:00:00
430,118,25,0.0,1963-10-06 00:00:00
431,118,173,0.0,1963-10-06 00:00:00
432,118,167,0.0,1963-10-06 00:00:00
433,118,96,0.0,1963-10-06 00:00:00
434,118,93,1.0,1963-10-06 00:00:00
435,118,5,2.0,1963-10-06 00:00:00
436,118,33,3.0,1963-10-06 00:00:00
437,119,64,4.0,1963-10-27 00:00:00
438,119,173,0.0,1963-10-27 00:00:00
439,119,167,2.0,1963-10-27 00:00:00
440,119,169,9.0,1963-10-27 00:00:00
441,119,93,0.0,1963-10-27 00:00:00
442,119,33,6.0,1963-10-27 00:00:00
443,119,5,0.0,1963-10-27 00:00:00
444,119,25,0.0,1963-10-27 00:00:00
445,119,31,0.0,1963-10-27 00:00:00
446,119,52,0.0,1963-10-27 00:00:00
447,120,64,4.0,1963-12-28 00:00:00
448,120,169,9.0,1963-12-28 00:00:00
449,120,33,6.0,1963-12-28 00:00:00
450,120,167,3.0,1963-12-28 00:00:00
451,120,173,0.0,1963-12-28 00:00:00
452,120,93,0.0,1963-12-28 00:00:00
453,120,87,0.0,1963-12-28 00:00:00
454,120,163,0.0,1963-12-28 00:00:00
455,120,177,0.0,1963-12-28 00:00:00
456,120,49,0.0,1963-12-28 00:00:00
457,120,25,0.0,1963-12-28 00:00:00
458,120,5,2.0,1963-12-28 00:00:00
459,121,92,0.0,1964-05-10 00:00:00
460,121,90,0.0,1964-05-10 00:00:00
461,121,180,0.0,1964-05-10 00:00:00
462,121,5,0.0,1964-05-10 00:00:00
463,121,64,9.0,1964-05-10 00:00:00
464,121,173,1.0,1964-05-10 00:00:00
465,121,167,2.0,1964-05-10 00:00:00
466,121,169,4.0,1964-05-10 00:00:00
467,122,93,0.0,1964-05-24 00:00:00
468,122,173,2.0,1964-05-24 00:00:00
469,122,180,1.0,1964-05-24 00:00:00
470,122,167,0.0,1964-05-24 00:00:00
471,122,178,0.0,1964-05-24 00:00:00
472,122,64,3.0,1964-05-24 00:00:00
473,122,169,9.0,1964-05-24 00:00:00
474,122,5,6.0,1964-05-24 00:00:00
475,123,90,0.0,1964-06-14 00:00:00
476,123,167,6.0,1964-06-14 00:00:00
477,123,169,9.0,1964-06-14 00:00:00
478,123,64,3.0,1964-06-14 00:00:00
479,123,173,0.0,1964-06-14 00:00:00
480,123,5,0.0,1964-06-14 00:00:00
481,123,180,4.0,1964-06-14 00:00:00
482,123,92,0.0,1964-06-14 00:00:00
483,124,167,1.0,1964-06-28 00:00:00
484,124,173,0.0,1964-06-28 00:00:00
485,124,5,0.0,1964-06-28 00:00:00
486,124,169,3.0,1964-06-28 00:00:00
487,124,64,6.0,1964-06-28 00:00:00
488,124,178,0.0,1964-06-28 00:00:00
489,124,180,9.0,1964-06-28 00:00:00
490,124,92,0.0,1964-06-28 00:00:00
491,125,173,0.0,1964-07-11 00:00:00
492,125,5,4.0,1964-07-11 00:00:00
493,125,180,3.0,1964-07-11 00:00:00
494,125,167,1.0,1964-07-11 00:00:00
495,125,92,0.0,1964-07-11 00:00:00
496,125,178,0.0,1964-07-11 00:00:00
497,125,64,6.0,1964-07-11 00:00:00
498,125,179,0.0,1964-07-11 00:00:00
499,125,169,9.0,1964-07-11 00:00:00
500,126,180,0.0,1964-08-02 00:00:00
501,126,178,3.0,1964-08-02 00:00:00
502,126,64,6.0,1964-08-02 00:00:00
503,126,5,9.0,1964-08-02 00:00:00
504,126,167,0.0,1964-08-02 00:00:00
505,126,10,0.0,1964-08-02 00:00:00
506,126,169,0.0,1964-08-02 00:00:00
507,126,173,0.0,1964-08-02 00:00:00
508,126,90,0.0,1964-08-02 00:00:00
509,127,178,0.0,1964-08-23 00:00:00
510,127,169,0.0,1964-08-23 00:00:00
511,127,64,6.0,1964-08-23 00:00:00
512,127,167,0.0,1964-08-23 00:00:00
513,127,180,4.0,1964-08-23 00:00:00
514,127,92,2.0,1964-08-23 00:00:00
515,127,173,0.0,1964-08-23 00:00:00
516,127,5,9.0,1964-08-23 00:00:00
517,128,180,0.0,1964-09-06 00:00:00
518,128,178,0.0,1964-09-06 00:00:00
519,128,169,1.0,1964-09-06 00:00:00
520,128,92,2.0,1964-09-06 00:00:00
521,128,94,0.0,1964-09-06 00:00:00
522,128,10,0.0,1964-09-06 00:00:00
523,128,64,3.0,1964-09-06 00:00:00
524,128,167,6.0,1964-09-06 00:00:00
525,128,5,9.0,1964-09-06 00:00:00
526,128,173,0.0,1964-09-06 00:00:00
527,129,169,2.0,1964-10-04 00:00:00
528,129,5,6.0,1964-10-04 00:00:00
529,129,92,1.0,1964-10-04 00:00:00
530,129,173,0.0,1964-10-04 00:00:00
531,129,180,0.0,1964-10-04 00:00:00
532,129,10,0.0,1964-10-04 00:00:00
533,129,64,9.0,1964-10-04 00:00:00
534,129,178,4.0,1964-10-04 00:00:00
535,129,167,0.0,1964-10-04 00:00:00
536,130,180,9.0,1964-10-25 00:00:00
537,130,169,3.0,1964-10-25 00:00:00
538,130,167,0.0,1964-10-25 00:00:00
539,130,64,0.0,1964-10-25 00:00:00
540,130,92,0.0,1964-10-25 00:00:00
541,130,178,0.0,1964-10-25 00:00:00
542,130,173,0.0,1964-10-25 00:00:00
543,130,5,6.0,1964-10-25 00:00:00
544,131,169,9.0,1965-01-01 00:00:00
545,131,5,6.0,1965-01-01 00:00:00
546,131,64,4.0,1965-01-01 00:00:00
547,131,178,0.0,1965-01-01 00:00:00
548,131,180,0.0,1965-01-01 00:00:00
549,131,49,0.0,1965-01-01 00:00:00
550,131,173,0.0,1965-01-01 00:00:00
551,131,182,0.0,1965-01-01 00:00:00
552,131,167,2.0,1965-01-01 00:00:00
553,131,179,0.0,1965-01-01 00:00:00
554,131,163,0.0,1965-01-01 00:00:00
555,131,91,0.0,1965-01-01 00:00:00
556,131,177,0.0,1965-01-01 00:00:00
557,131,181,0.0,1965-01-01 00:00:00
558,131,183,0.0,1965-01-01 00:00:00
559,132,64,9.0,1965-05-30 00:00:00
560,132,173,0.0,1965-05-30 00:00:00
561,132,169,0.0,1965-05-30 00:00:00
562,132,180,0.0,1965-05-30 00:00:00
563,132,178,1.0,1965-05-30 00:00:00
564,132,167,2.0,1965-05-30 00:00:00
565,132,10,0.0,1965-05-30 00:00:00
566,132,5,6.0,1965-05-30 00:00:00
567,133,10,1.0,1965-06-13 00:00:00
568,133,173,0.0,1965-06-13 00:00:00
569,133,5,0.0,1965-06-13 00:00:00
570,133,180,3.0,1965-06-13 00:00:00
571,133,178,0.0,1965-06-13 00:00:00
572,133,64,6.0,1965-06-13 00:00:00
573,133,169,9.0,1965-06-13 00:00:00
574,133,167,4.0,1965-06-13 00:00:00
575,134,169,9.0,1965-06-27 00:00:00
576,134,64,6.0,1965-06-27 00:00:00
577,134,5,4.0,1965-06-27 00:00:00
578,134,180,3.0,1965-06-27 00:00:00
579,134,178,1.0,1965-06-27 00:00:00
580,134,173,0.0,1965-06-27 00:00:00
581,134,167,0.0,1965-06-27 00:00:00
582,134,10,0.0,1965-06-27 00:00:00
583,135,10,0.0,1965-07-10 00:00:00
584,135,183,0.0,1965-07-10 00:00:00
585,135,167,0.0,1965-07-10 00:00:00
586,135,178,0.0,1965-07-10 00:00:00
587,135,180,1.0,1965-07-10 00:00:00
588,135,5,4.0,1965-07-10 00:00:00
589,135,64,6.0,1965-07-10 00:00:00
590,135,169,9.0,1965-07-10 00:00:00
591,135,173,0.0,1965-07-10 00:00:00
592,136,180,4.0,1965-07-18 00:00:00
593,136,10,1.0,1965-07-18 00:00:00
594,136,5,0.0,1965-07-18 00:00:00
595,136,178,0.0,1965-07-18 00:00:00
596,136,167,0.0,1965-07-18 00:00:00
597,136,169,9.0,1965-07-18 00:00:00
598,136,64,6.0,1965-07-18 00:00:00
599,136,173,0.0,1965-07-18 00:00:00
600,137,173,0.0,1965-08-01 00:00:00
601,137,178,0.0,1965-08-01 00:00:00
602,137,5,1.0,1965-08-01 00:00:00
603,137,167,3.0,1965-08-01 00:00:00
604,137,180,4.0,1965-08-01 00:00:00
605,137,64,6.0,1965-08-01 00:00:00
