id,owner_user_id,post_type_id,accepted_answer_id,parent_id,owner_display_name,title,tags,content_license,body,creation_date
333666,253814.0,2,,333662.0,,,,CC BY-SA 4.0,"<p>Yes, the variance can still be a useful descriptor for non-Gaussian distributions, but it will also depend on your goal. For example, a Gaussian distribution is uniquely characterized by its mean and variance (i.e. if we know the mean and variance, then we know everything about the distribution), and this is true for some others, but certainly not all distributions.</p>
",2020-12-29 03:33:07.250
333667,102906.0,1,,,,Can one uniformly generate complex numbers of absolute value less than a given constant $R \neq 1$?,<random-variable><random-generation><uniform-distribution><circular-statistics><complex-numbers>,CC BY-SA 4.0,"<p>Can one uniformly generate complex numbers of absolute value less than a given constant R?</p>
<p>This would appear to be equivalent to picking points <span class=""math-container"">$(x,y)$</span> uniformly in a disk of radius R, where <span class=""math-container"">$x$</span> is the real component of the complex number, and <span class=""math-container"">$y$</span>, its complex component.</p>
<p>This question appears to differ from numerous others that have been asked, in that <span class=""math-container"">$R$</span> is not assumed to equal 1 (that is, the unit disc).</p>
<p>(Note: I am a Mathematica user <a href=""https://mathematica.stackexchange.com/users/29989/paul-b-slater"">MathematicaQuestions</a>, not an R [no pun, intended] user.)</p>
",2020-12-29 03:39:28.570
333668,255117.0,1,,,,the ratio of validation set and test set should be equal?,<cross-validation><data-mining>,CC BY-SA 4.0,"<p>I always heard that the common ratio of the train:validation:test is 70:15:15 or 80:10:10 or 60:20:20, sounds like the validation set and test set should be equal size. Assuming that I wanna  use 5 fold cross validation, so the train:val:test may be equal to 68:16:16? as 84/16 = 5.</p>
",2020-12-29 03:46:06.280
333669,204258.0,1,,,,Incidence rate ratio after negative binomial results in R,<generalized-linear-model><negative-binomial-distribution><incidence-rate-ratio><error-message>,CC BY-SA 4.0,"<p>I am trying to calculate the incidence rate ratio of my negative binomial model. After running my negative binomial regression model, I use <code>exp(Mymodel)</code> in order to get the incidence rate ratio but R gives me this message: non-numeric argument to mathematical function.</p>
<p>Is the code wrong?</p>
",2020-12-29 04:16:19.040
333670,16159.0,2,,333662.0,,,,CC BY-SA 4.0,"<p>You can compute many statistics for many distributions. They have a used.</p>
<p>Some of the most common ones include:</p>
<ul>
<li>Quantiles</li>
<li>moments (including mean and variance)</li>
<li>Extreme values</li>
</ul>
<p>If I rearrange this list it is still useful:</p>
<ul>
<li>measures of central tendency.</li>
<li>measures of tendency of variation or spread</li>
<li>Measures of other geometric tendencies.</li>
<li>Ordered measures vs moments</li>
</ul>
<p>You can see how under the heading of the measures of Tendency of variation, also called measures of tendency of spread, the variance could be quite useful. In fact, being a moment, it is not necessarily derived or contingent on a distribution being normally distributed.</p>
",2020-12-29 04:17:43.583
333677,144189.0,1,,,,Monte Carlo / Gambler's Fallacy in fair coin toss: why bet on Tails after 26 consecutive Heads,<mathematical-statistics>,CC BY-SA 4.0,"<p>given a <strong>fair</strong> coin that tossed Heads <a href=""https://en.wikipedia.org/wiki/Gambler%27s_fallacy#Monte_Carlo_Casino"" rel=""nofollow noreferrer"">26 consecutive times</a>, we need to decide whether gamble on Tails and provide a logical statistical explanation.</p>
<p>Since this is a fair coin and the probability of each event is 1/2:</p>
<ul>
<li>after 26 consecutive Heads, the probability of Tails remains equal to the probability of Heads (1/2).</li>
<li>the probability of every sequence appearing is equally very low 7.45e^-9: HHHHHHHHHHHHHHHHHHHHHHHH<strong>H</strong> has the exact same probability as HHHHHHHHHHHHHHHHHHHHHHHH<strong>T</strong> which has the exact same probability as HTHTHTHTHTHTHTHTHTHTHTHTHT</li>
</ul>
<p>Nevertheless, my biased human intuition tells me to bet on tails. What is the correct theoretical foundation? ..or is this just a common misconception of chance?</p>
<p>Appendix:</p>
<ul>
<li>simulating 10,000 tosses I observed maximum of 12 consecutive Heads</li>
</ul>
<p>Thank you</p>
",2020-12-29 09:45:25.860
333671,102906.0,2,,333667.0,,,,CC BY-SA 4.0,"<p>The MathWorld entry <a href=""https://mathworld.wolfram.com/DiskPointPicking.html"" rel=""nofollow noreferrer"">DiskPointPicking</a> asserts (without an explicit proof) that to generate uniformly distributed  points (<span class=""math-container"">$x,y)$</span> in the unit disk, one should employ
<span class=""math-container"">\begin{equation}
x=\sqrt{r} \cos{\theta},\hspace{.2in} y=\sqrt{r} \sin{\theta}.
\end{equation}</span>
where <span class=""math-container"">$r \in [0,1]$</span>, and <span class=""math-container"">$\theta \in [0, 2 \pi]$</span> are uniformly distributed
variables.</p>
<p>So for points (<span class=""math-container"">$x,y)$</span> in a disk of radius <span class=""math-container"">$R$</span>, it appears then that
one should employ
<span class=""math-container"">\begin{equation}
x=\sqrt{\tilde r} \cos{\theta},\hspace{.2in} y=\sqrt{\tilde r} \sin{\theta}.
\end{equation}</span>
where <span class=""math-container"">$\tilde r \in [0,R^2]$</span>, and <span class=""math-container"">$\theta \in [0, 2 \pi]$</span> are uniformly distributed
variables.</p>
<hr />
<hr />
<p>Upon further reflection/application, I'm somewhat confused here by my original answer (trying to apply the MathWorld argument).</p>
<p>Say,
the maximum absolute value
<span class=""math-container"">$R$</span> of the complex numbers <span class=""math-container"">$x+ I y$</span>, I want to generate
is <span class=""math-container"">$\frac{1}{2}$</span>. Now (assuming <span class=""math-container"">$x=y$</span>, which seems permissible), we have the relation,
<span class=""math-container"">\begin{equation}
\sqrt{(\frac{1}{\sqrt{8}})^2+(\frac{1}{\sqrt{8}})^2}=\sqrt{\frac{1}{4}}= \frac{1}{2}.
\end{equation}</span></p>
<p>So, it seems that I want to choose <span class=""math-container"">$\tilde{r}$</span>--before taking its square root--from <span class=""math-container"">$[0,\frac{1}{8}]$</span>, not <span class=""math-container"">$[0,R^2 =\frac{1}{4}]$</span>.</p>
<p>???</p>
",2020-12-29 04:53:06.557
333672,255103.0,1,,,,Testing uniform distribution of a discrete function derived from a random number generator,<random-variable><uniform-distribution><kolmogorov-smirnov-test>,CC BY-SA 4.0,"<p>(Forewarning: I'm a programmer, not a statistician, so I apologize in advance for any misuse of terminology!)</p>
<p>I'm testing a known random number generator that implements the <a href=""https://www.pcg-random.org/"" rel=""nofollow noreferrer"">PCG</a> algorithm. This RNG outputs integers in the range <span class=""math-container"">$[0, 2^{64})$</span>. I built a function on top of it <span class=""math-container"">$F(n)$</span> that allows me to generate a random integer in the range <span class=""math-container"">$[0, n)$</span> by calculating <span class=""math-container"">$X \bmod n$</span> where <span class=""math-container"">$X$</span> is an output of the PCG RNG. This is subject to <a href=""https://stackoverflow.com/a/10984975/2012737"">modulo bias</a>, so I implemented the solution to that in my function as well.</p>
<p>Now I want to make sure that the numbers produced by <span class=""math-container"">$F$</span> are uniformly distributed. I generate 1,000,000 samples for each of several values of <span class=""math-container"">$n$</span>. I then attempt to use the Kolmogorov-Smirnov test, but I have the following questions:</p>
<ol>
<li><p>For small values of <span class=""math-container"">$n$</span>, like 10, the stepping of the function interferes with the test (which, as we know, isn't designed to work with discrete distributions). I tried to work around the problem by using a chi-squared test, but my binning method seemed to have more of an impact on the test than the actual distribution. So I came up with the &quot;brilliant&quot; solution of adding to each sample a fraction of the step value, <span class=""math-container"">$i/N$</span> where <span class=""math-container"">$i$</span> is the iteration and <span class=""math-container"">$N$</span> is the number of samples (in my case 1,000,000). In other words, I am testing <span class=""math-container"">$F'(n, i) = F(n) + \frac{i}{N}$</span> instead.</p>
<p>This makes the Kolmogorov-Smirnov test appear to work for even the small values of <span class=""math-container"">$n$</span> I mentioned, i.e., if I run my test suite 100 times I get roughly 1 failure at <span class=""math-container"">$\alpha = 0.01$</span>. And if I mess with the values produced by the RNG, for example by changing <span class=""math-container"">$X \bmod n$</span> to <span class=""math-container"">$(X \land {10101010101010101010101010101010}_2) \bmod n$</span>, the p-value immediately diminishes to 0.</p>
<p>That said, I haven't found any academic research that suggests adding a fraction of the step value to each sample is a reasonable way to convert a discrete distribution to a seemingly continuous one. Is this a valid approach or am I actually testing something I don't want to, like the uniformity of the step itself?</p>
</li>
<li><p>If I pick an <span class=""math-container"">$n$</span> that I suspect will be subject to a lot of modulo bias, for example <span class=""math-container"">$\frac{2}{3}({2^{64}-1})$</span>, I do get reliable rejection of the null hypothesis if I omit my bias correction code (yay!). But I wonder if there's a more analytic way to choose <span class=""math-container"">$n$</span> values to test? I just chose a few that I thought would be common use cases or interact with the code in question in interesting ways.</p>
</li>
</ol>
<p>Thanks for any insight you can provide!</p>
",2020-12-29 06:26:56.413
333673,179252.0,1,,,,R fitted() function applied to rbart (Bayesian Additive Regression Trees w/ random effects) object in the dbarts package,<machine-learning><bayesian><nonparametric-bayes>,CC BY-SA 4.0,"<p>I'm having a hard time figuring out what the output of <code>fitted()</code> applied to a <code>rbart</code> object means. Specifically, I fit my data using the <code>rbart_vi()</code> function in the R package <code>dbarts</code>, and I'm trying to understand what <code>fitted(rbartFit)</code> returns. The documentation says it returns the &quot;posterior mean of a predicted quantity&quot;. Can someone please explain what this means and how it is calculated? I don't have much background in either Bayesian stats or machine learning so am spending a lot of time figuring out but with very little progress :(
Thanks!!</p>
",2020-12-29 06:37:52.807
333674,18403.0,2,,333630.0,,,,CC BY-SA 4.0,"<p>The OLS regression of <span class=""math-container"">$Y$</span> on <span class=""math-container"">$X$</span> decomposes dependent variable <span class=""math-container"">$Y$</span> into orthogonal components
<span class=""math-container"">$$
Y = \hat{Y} + e
$$</span>
in <span class=""math-container"">$\mathbb{R}^n$</span>, where <span class=""math-container"">$\hat{Y} = X \hat{\beta}$</span> is the fitted value and <span class=""math-container"">$e$</span> the residuals.</p>
<p>It's a basic fact of linear algebra that this orthogonal decomposition remains <em>the same</em>, for all regressor matrix <span class=""math-container"">$X$</span> with the same column space. The OLS <span class=""math-container"">$\hat{\beta}$</span> may change, but <span class=""math-container"">$\hat{Y}$</span> remains the same.</p>
<p>This can be extended to a subset of regressors.</p>
<p>Suppose <span class=""math-container"">$X = [X_1 \; Z]$</span> and you replace <span class=""math-container"">$Z$</span> by <span class=""math-container"">$\tilde{Z}$</span> so that the regressors in
<span class=""math-container"">$\tilde{Z}$</span> has the same span as those in <span class=""math-container"">$Z$</span>, i.e. <span class=""math-container"">$Z = \tilde{Z} W$</span> for some invertible <span class=""math-container"">$W$</span>. Then
<span class=""math-container"">\begin{align*}
Y &amp;= X_1 \hat{\beta}_1 + Z \hat{\beta}_2 + e \\
  &amp;= X_1 \hat{\beta}_1 + \tilde{Z} W \hat{\beta}_2 + e.
\end{align*}</span>
Uniqueness of the orthogonal decomposition therefore tells you that regressing
<span class=""math-container"">$Y$</span> on <span class=""math-container"">$[X_1 \; \tilde{Z}]$</span> gives OLS estimate
<span class=""math-container"">$$
[\hat{\beta}_1 \; W \hat{\beta}_2].
$$</span>
Notice that the coefficients for <span class=""math-container"">$X_1$</span> from the two regressions remains the same---<span class=""math-container"">$\hat{\beta}_1$</span>.</p>
<p>The 2SLS example is a special case, where <span class=""math-container"">$Z$</span> consists of instruments and
<span class=""math-container"">$\tilde{Z} = \hat{X}_2$</span> are the fitted values from the first stage regression of <span class=""math-container"">$X_2$</span> on <span class=""math-container"">$Z$</span>. Note that <span class=""math-container"">$\tilde{Z}$</span> and <span class=""math-container"">$Z$</span> has the same column space if the model is exactly identified---in your notation, <span class=""math-container"">$k_2$</span> instruments for <span class=""math-container"">$k_2$</span> endogenous variables.</p>
<p>The statement is no longer true when model is over-identified---when the column space of <span class=""math-container"">$\tilde{Z}$</span> is a proper subspace of that of <span class=""math-container"">$Z$</span>.</p>
",2020-12-29 06:50:27.867
